datetime,Adj Close,close,high,low,open,volume
,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
2025-06-27 13:30:00+00:00,321.92010498046875,321.92010498046875,324.4700012207031,320.07000732421875,324.4700012207031,6134861
2025-06-27 13:35:00+00:00,323.4200134277344,323.4200134277344,324.79998779296875,321.8399963378906,322.0,2406534
2025-06-27 13:40:00+00:00,324.2200012207031,324.2200012207031,324.4100036621094,321.70001220703125,323.3999938964844,1924401
2025-06-27 13:45:00+00:00,324.9750061035156,324.9750061035156,325.82000732421875,324.0,324.1700134277344,1903080
2025-06-27 13:50:00+00:00,325.3660888671875,325.3660888671875,326.260009765625,324.6600036621094,324.9849853515625,1463762
2025-06-27 13:55:00+00:00,326.0799865722656,326.0799865722656,326.8799133300781,325.1499938964844,325.3699951171875,1453848
2025-06-27 14:00:00+00:00,326.1700134277344,326.1700134277344,326.8999938964844,325.6000061035156,326.0899963378906,1146168
2025-06-27 14:05:00+00:00,326.57720947265625,326.57720947265625,327.7900085449219,326.0,326.1199951171875,1837578
2025-06-27 14:10:00+00:00,326.93499755859375,326.93499755859375,327.4299011230469,325.8999938964844,326.5199890136719,1247841
2025-06-27 14:15:00+00:00,327.6700134277344,327.6700134277344,328.3299865722656,326.5899963378906,326.94500732421875,1335059
2025-06-27 14:20:00+00:00,328.17999267578125,328.17999267578125,329.33929443359375,327.635009765625,327.67498779296875,1921959
2025-06-27 14:25:00+00:00,326.5400085449219,326.5400085449219,328.29998779296875,326.1000061035156,328.18499755859375,1535053
2025-06-27 14:30:00+00:00,327.0899963378906,327.0899963378906,327.2200012207031,325.1000061035156,326.5700988769531,1804253
2025-06-27 14:35:00+00:00,327.04681396484375,327.04681396484375,327.6499938964844,326.70001220703125,327.0950012207031,965078
2025-06-27 14:40:00+00:00,327.2250061035156,327.2250061035156,327.5,326.510009765625,327.0799865722656,729991
2025-06-27 14:45:00+00:00,326.010009765625,326.010009765625,327.2991027832031,325.5,327.2991027832031,1008848
2025-06-27 14:50:00+00:00,325.8500061035156,325.8500061035156,326.3263854980469,325.3399963378906,326.03961181640625,1197052
