datetime,Adj Close,close,high,low,open,volume
2025-07-28 09:30:00,214.10000610351562,214.10000610351562,214.6699981689453,213.5800018310547,214.02999877929688,1994926
2025-07-28 09:35:00,213.91000366210938,213.91000366210938,214.4550018310547,213.89999389648438,214.10499572753906,691348
2025-07-28 09:40:00,213.7998046875,213.7998046875,214.0048065185547,213.58999633789062,213.91000366210938,518833
2025-07-28 09:45:00,213.89999389648438,213.89999389648438,214.2198944091797,213.72000122070312,213.7864990234375,636489
2025-07-28 09:50:00,213.8699951171875,213.8699951171875,213.9550018310547,213.74000549316406,213.91329956054688,352823
2025-07-28 09:55:00,213.89999389648438,213.89999389648438,214.1300048828125,213.7899932861328,213.85499572753906,594459
2025-07-28 10:00:00,214.23500061035156,214.23500061035156,214.2449951171875,213.86000061035156,213.9250030517578,530308
2025-07-28 10:05:00,214.49000549316406,214.49000549316406,214.5500030517578,214.2301025390625,214.23500061035156,580205
2025-07-28 10:10:00,214.6199951171875,214.6199951171875,214.67999267578125,214.24000549316406,214.48500061035156,616870
2025-07-28 10:15:00,214.58999633789062,214.58999633789062,214.74000549316406,214.4886016845703,214.6199951171875,528587
2025-07-28 10:20:00,214.4600067138672,214.4600067138672,214.6699981689453,214.35009765625,214.5800018310547,426817
2025-07-28 10:25:00,214.52000427246094,214.52000427246094,214.64500427246094,214.36500549316406,214.4600067138672,367197
2025-07-28 10:30:00,214.55999755859375,214.55999755859375,214.75,214.46499633789062,214.53500366210938,442387
2025-07-28 10:35:00,214.8249969482422,214.8249969482422,214.84500122070312,214.5399932861328,214.5500030517578,432674
2025-07-28 10:40:00,214.4949951171875,214.4949951171875,214.8249969482422,214.47999572753906,214.8249969482422,488581
2025-07-28 10:45:00,214.47999572753906,214.47999572753906,214.55999755859375,214.4550018310547,214.4947967529297,231079
2025-07-28 10:50:00,214.5,214.5,214.5500030517578,214.4217987060547,214.47999572753906,248987
2025-07-28 10:55:00,214.4199981689453,214.4199981689453,214.5399932861328,214.39500427246094,214.47999572753906,279983
2025-07-28 11:00:00,214.43499755859375,214.43499755859375,214.4600067138672,214.22999572753906,214.4550018310547,371650
2025-07-28 11:05:00,214.481201171875,214.481201171875,214.5,214.33090209960938,214.43499755859375,205784
2025-07-28 11:10:00,214.50999450683594,214.50999450683594,214.53500366210938,214.4324951171875,214.47210693359375,203640
2025-07-28 11:15:00,214.24000549316406,214.24000549316406,214.5500030517578,214.12229919433594,214.50999450683594,422381
2025-07-28 11:20:00,214.39500427246094,214.39500427246094,214.42990112304688,214.14999389648438,214.22000122070312,303815
2025-07-28 11:25:00,214.43499755859375,214.43499755859375,214.5050048828125,214.33999633789062,214.3800048828125,241440
2025-07-28 11:30:00,214.4499969482422,214.4499969482422,214.60000610351562,214.42999267578125,214.44000244140625,297496
2025-07-28 11:35:00,214.42999267578125,214.42999267578125,214.5399932861328,214.39999389648438,214.4593048095703,243313
2025-07-28 11:40:00,214.4199981689453,214.4199981689453,214.46499633789062,214.35000610351562,214.42999267578125,208009
2025-07-28 11:45:00,214.47000122070312,214.47000122070312,214.50999450683594,214.4199981689453,214.4250030517578,144223
2025-07-28 11:50:00,214.48500061035156,214.48500061035156,214.5500030517578,214.44590759277344,214.46499633789062,178130
2025-07-28 11:55:00,214.42999267578125,214.42999267578125,214.50999450683594,214.39999389648438,214.47999572753906,251248
2025-07-28 12:00:00,214.48500061035156,214.48500061035156,214.50999450683594,214.2899932861328,214.43499755859375,236911
